tract20_id,district_id,district_name
42101017000,4210160101,North
42101017100,4210160101,North
42101017201,4210160101,North
42101017202,4210160101,North
42101017300,4210160101,North
42101017400,4210160101,North
42101017500,4210160101,North
42101017601,4210160101,North
42101017602,4210160101,North
42101017701,4210160101,North
42101017702,4210160101,North
42101019000,4210160101,North
42101019100,4210160101,North
42101019200,4210160101,North
42101019501,4210160101,North
42101019502,4210160101,North
42101019700,4210160101,North
42101019800,4210160101,North
42101019900,4210160101,North
42101020000,4210160101,North
42101020101,4210160101,North
42101020102,4210160101,North
42101020200,4210160101,North
42101020300,4210160101,North
